PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Howey, R; Clark, AD; Naamane, N; Reynard, LN; Pratt, AG; Cordell, HJ				Howey, Richard; Clark, Alexander D.; Naamane, Najib; Reynard, Louise N.; Pratt, Arthur G.; Cordell, Heather J.			A Bayesian network approach incorporating imputation of missing data enables exploratory analysis of complex causal biological relationships	PLOS GENETICS																		Reynard, Louise/0000-0002-6613-1797; Naamane, Najib/0000-0001-8518-4811; Clark, Alexander/0000-0003-4781-8531; Cordell, Heather/0000-0002-1879-5572; Pratt, Arthur/0000-0002-9909-8209													1553-7404					SEP	2021	17	9							e1009811	10.1371/journal.pgen.1009811	http://dx.doi.org/10.1371/journal.pgen.1009811								34587167					WOS:000701334500003
J	Amirgholy, M; Gonzales, EJ				Amirgholy, Mahyar; Gonzales, Eric J.			Efficient frontier of route choice for modeling the equilibrium under travel time variability with heterogeneous traveler preferences	ECONOMICS OF TRANSPORTATION																															2212-0122	2212-0130				SEP-DEC	2017	11-12						1	14		10.1016/j.ecotra.2017.09.001	http://dx.doi.org/10.1016/j.ecotra.2017.09.001													WOS:000416692700001
J	Bretthauer, KM; Cote, MJ				Bretthauer, KM; Cote, MJ			Nonlinear programming for multiperiod capacity planning in a manufacturing system	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH																															0377-2217					JAN 10	1997	96	1					167	179		10.1016/S0377-2217(96)00061-6	http://dx.doi.org/10.1016/S0377-2217(96)00061-6													WOS:A1997WB11800017
J	Amjath, M; Kerbache, L; Smith, JM; Elomri, A				Amjath, Mohamed; Kerbache, Laoucine; Smith, James MacGregor; Elomri, Adel			Fleet sizing of trucks for an inter-facility material handling system using closed queueing networks	OPERATIONS RESEARCH PERSPECTIVES																	Amjath, Mohamed/JEP-3244-2023; smith, james/HTQ-1933-2023															2214-7160					2022	9								100245	10.1016/j.orp.2022.100245	http://dx.doi.org/10.1016/j.orp.2022.100245		JUL 2022											WOS:000877933000001
J	Shen, HH; Pan, YJ				Shen, Henghua; Pan, Ya-Jun			Nonlinear State Estimation and Online Neighbor Selection for Multimanipulator Systems	IEEE-ASME TRANSACTIONS ON MECHATRONICS																	Pan, Yajun/AAQ-3127-2020	Pan, Yajun/0000-0002-8700-0956; Shen, Henghua/0000-0001-5330-4735													1083-4435	1941-014X				DEC	2022	27	6	1				4373	4383		10.1109/TMECH.2022.3156855	http://dx.doi.org/10.1109/TMECH.2022.3156855		MAR 2022											WOS:000773269000001
J	Femenias, G; Dañobeitia, B; Riera-Palou, F				Femenias, Guillem; Danobeitia, Borja; Riera-Palou, Felip			Unified approach to cross-layer scheduling and resource allocation in OFDMA wireless networks	EURASIP JOURNAL ON WIRELESS COMMUNICATIONS AND NETWORKING																	Riera-Palou, Felip/L-4868-2014; Femenias, Guillem/K-6534-2014	Riera-Palou, Felip/0000-0001-7080-3173; Femenias, Guillem/0000-0003-2002-1733													1687-1472	1687-1499					2012									145	10.1186/1687-1499-2012-145	http://dx.doi.org/10.1186/1687-1499-2012-145													WOS:000305222600001
J	Lee, HY; Kim, J; Hwang, CH; Kim, HE; Jeong, SH				Lee, Ho-Yong; Kim, Jinyoung; Hwang, Chang-Ha; Kim, Hyoun-Ee; Jeong, Seol-Ha			Strategy for Preparing Mechanically Strong Hyaluronic Acid-Silica Nanohybrid Hydrogels via In Situ Sol-Gel Process	MACROMOLECULAR MATERIALS AND ENGINEERING																		Jeong, Seol-Ha/0000-0003-3210-9580													1438-7492	1439-2054				SEP	2018	303	9							1800213	10.1002/mame.201800213	http://dx.doi.org/10.1002/mame.201800213													WOS:000444543500011
J	Barnes, RJ; Kokossis, A; Shang, ZG				Barnes, Richard J.; Kokossis, Antonis; Shang, Zhigang			An integrated mathematical programming approach for the design and optimisation of offshore fields	COMPUTERS & CHEMICAL ENGINEERING					15th European Symposium on Computer Aided Process Engineering (ESCAPE-15)	MAY 29-JUN 01, 2005	Barcelona, SPAIN																								0098-1354					MAY-JUN	2007	31	5-6			SI		612	629		10.1016/j.compchemeng.2006.09.006	http://dx.doi.org/10.1016/j.compchemeng.2006.09.006													WOS:000245072800020
J	Li, XF; Qian, LJ; Bittner, ML; Dougherty, ER				(Lindsey) Li, Xiangfang; Qian, Lijun; Bittner, Michael L.; Dougherty, Edward R.			Characterization of Drug Efficacy Regions Based on Dosage and Frequency Schedules	IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING																															0018-9294	1558-2531				MAR	2011	58	3	1				488	498		10.1109/TBME.2010.2090660	http://dx.doi.org/10.1109/TBME.2010.2090660								21095860					WOS:000287661900004
J	Sikdar, S; Ostachowicz, W; Kundu, A				Sikdar, Shirsendu; Ostachowicz, Wieslaw; Kundu, Abhishek			Deep learning for automatic assessment of breathing-debonds in stiffened composite panels using non-linear guided wave signals	COMPOSITE STRUCTURES																	Sikdar, Shirsendu/V-1975-2017	Sikdar, Shirsendu/0000-0001-6897-0247; Kundu, Abhishek/0000-0002-8714-4087													0263-8223	1879-1085				MAY 15	2023	312								116876	10.1016/j.compstruct.2023.116876	http://dx.doi.org/10.1016/j.compstruct.2023.116876		MAR 2023											WOS:000971210200001
J	Wu, J; Lu, HP; Yu, XX; Bian, CZ				Wu Juan; Lu Huapu; Yu Xinxin; Bian Changzhi			Genetic Algorithm for Multiuser Discrete Network Design Problem under Demand Uncertainty	MATHEMATICAL PROBLEMS IN ENGINEERING																															1024-123X	1563-5147					2012	2012								686272	10.1155/2012/686272	http://dx.doi.org/10.1155/2012/686272													WOS:000312790900001
J	Mukherjee, A; Sanz-Matias, A; Velpula, G; Waghray, D; Ivasenko, O; Bilbao, N; Harvey, JN; Mali, KS; De Feyter, S				Mukherjee, Arijit; Sanz-Matias, Ana; Velpula, Gangamallaiah; Waghray, Deepali; Ivasenko, Oleksandr; Bilbao, Nerea; Harvey, Jeremy N.; Mali, Kunal S.; De Feyter, Steven			Halogenated building blocks for 2D crystal engineering on solid surfaces: lessons from hydrogen bonding	CHEMICAL SCIENCE																	Ivasenko, Oleksandr/AAA-2961-2021; Mali, Kunal S./M-6879-2015; Harvey, Jeremy N/E-8848-2010; Velpula, Gangamallaiah/C-5385-2018; De Feyter, Steven/K-7245-2014; Bilbao, Nerea/A-6482-2015; Mukherjee, Arijit/B-2165-2012	Ivasenko, Oleksandr/0000-0001-9182-3974; Harvey, Jeremy N/0000-0002-1728-1596; Velpula, Gangamallaiah/0000-0002-0642-6892; De Feyter, Steven/0000-0002-0909-9292; Bilbao, Nerea/0000-0001-7368-3322; Mukherjee, Arijit/0000-0002-8429-037X; Sanz-Matias, Ana/0000-0002-4662-5140													2041-6520	2041-6539				APR 7	2019	10	13					3881	3891		10.1039/c8sc04499f	http://dx.doi.org/10.1039/c8sc04499f								31015930					WOS:000462795800021
J	Duman, GM; El-Sayed, A; Kongar, E; Gupta, SM				Duman, Gazi Murat; El-Sayed, Ahmed; Kongar, Elif; Gupta, Surendra M.			An Intelligent Multiattribute Group Decision-Making Approach With Preference Elicitation for Performance Evaluation	IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT																	Abd-Elhady, Ahmed/KHE-2817-2024	ElSayed, Ahmed/0000-0003-4746-9095; Duman, Gazi Murat/0000-0002-0011-4812; Kongar, Elif/0000-0002-2296-7883													0018-9391	1558-0040				AUG.	2020	67	3					885	901		10.1109/TEM.2019.2900936	http://dx.doi.org/10.1109/TEM.2019.2900936													WOS:000550658100030
J	Min, K; Oh, M; Kim, C; Yoo, J				Min, Kyungtae; Oh, Minkyu; Kim, Cheolwoong; Yoo, Jeonghoon			Topological design of thermal conductors using functionally graded materials	FINITE ELEMENTS IN ANALYSIS AND DESIGN																															0168-874X	1872-6925				AUG 1	2023	220								103947	10.1016/j.finel.2023.103947	http://dx.doi.org/10.1016/j.finel.2023.103947		MAR 2023											WOS:000966672900001
J	Anderson, T; Chang, CY; Martínez, S				Anderson, Tor; Chang, Chin-Yao; Martinez, Sonia			Distributed approximate Newton algorithms and weight design for constrained optimization	AUTOMATICA					1st Annual IEEE Conference on Control Technology and Applications	AUG 27-30, 2017	HI	IEEE, CSS, IEEE Robot & Automat Soc, SICE																							0005-1098	1873-2836				NOV	2019	109								108538	10.1016/j.automatica.2019.108538	http://dx.doi.org/10.1016/j.automatica.2019.108538													WOS:000488416900017
C	Egert, R; Cordero, CG; Tundis, A; Mühlhäuser, M		Dambrogio, A; DeGrande, R; Garro, A; Tundis, A		Egert, Rolf; Cordero, Carlos Garcia; Tundis, Andrea; Muehlhaeuser, Max			HOLEG: a Simulator for Evaluating Resilient Energy Networks based on the Holon Analogy	2017 IEEE/ACM 21ST INTERNATIONAL SYMPOSIUM ON DISTRIBUTED SIMULATION AND REAL TIME APPLICATIONS (DS-RT)	IEEE ACM International Symposium on Distributed Simulation and Real-Time Applications				21st IEEE/ACM International Symposium on Distributed Simulation and Real Time Applications (DS-RT)	OCT 18-20, 2017	Rome, ITALY	IEEE, Assoc Comp Machinery, IEEE Comp Soc, ACM SIGSIM										Garcia Cordero, Carlos/0000-0002-7244-3519; Tundis, Andrea/0000-0002-7729-2780													1550-6525		978-1-5386-4028-9				2017							43	50																WOS:000426923700006
C	Qi, ZY; Shi, Y; Li, J; Mao, MZ; Zhang, YN		Fu, M; Sun, J	IEEE	Qi, Zhiyuan; Shi, Yang; Li, Jian; Mao, Mingzhi; Zhang, Yunong			Five-Node ZeaD Formula and Zeroing-Dynamics Model Applied to Generalized-Sylvester-Type Future Linear Matrix Inequality	PROCEEDINGS OF THE 38TH CHINESE CONTROL CONFERENCE (CCC)	Chinese Control Conference				38th Chinese Control Conference (CCC)	JUL 27-30, 2019	Guangzhou, PEOPLES R CHINA	Chinese Assoc Automat, Tech Comm Control Theory, Syst Engn Soc China, Guangdong Univ Technol, Chinese Acad Sci, Acad Math & Syst Sci, China Soc Ind & Appl Math, S China Univ Technol, Automat Soc Guangdong Prov, Asian Control Assoc, IEEE Control Syst Soc, Inst Control, Robot & Syst, Soc Instrument & Control Engineers									Qi, Zhiyuan/V-1735-2019	Qi, Zhiyuan/0000-0002-6593-0693													2161-2927		978-9-8815-6397-2				2019							208	213		10.23919/chicc.2019.8865304	http://dx.doi.org/10.23919/chicc.2019.8865304													WOS:000621599300035
J	Donzelli, P; Iazeolla, G				Donzelli, P; Iazeolla, G			Hybrid simulation modelling of the software process	JOURNAL OF SYSTEMS AND SOFTWARE																		Iazeolla, Giuseppe/0000-0003-4735-5506													0164-1212					DEC 15	2001	59	3					227	235		10.1016/S0164-1212(01)00064-4	http://dx.doi.org/10.1016/S0164-1212(01)00064-4													WOS:000173214800002
J	Zhu, LB; Jiang, XY; Kawasaki, H				Zhu, Longbin; Jiang, Xiaoyu; Kawasaki, Haruo			Car-free concept in Changzhou high-speed rail station area development	PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER																	Zhu, Longbin/G-7651-2014														0965-0903	1751-7699				MAR	2015	168	1					65	73		10.1680/muen.14.00008	http://dx.doi.org/10.1680/muen.14.00008													WOS:000352765500008
J	Flores-Alonso, SI; Tovar-Corona, B; Luna-García, R				Isaac Flores-Alonso, Santiago; Tovar-Corona, Blanca; Luna-Garcia, Rene			Deep Learning Algorithm for Heart Valve Diseases Assisted Diagnosis	APPLIED SCIENCES-BASEL																		Flores Alonso, Santiago Isaac/0000-0002-4356-7475; Tovar-Corona, Blanca/0000-0002-0058-7863														2076-3417				APR	2022	12	8							3780	10.3390/app12083780	http://dx.doi.org/10.3390/app12083780													WOS:000785154100001
J	Zairi, H; Talha, MK; Meddah, K; Slimane, SO				Zairi, Hadjer; Talha, Malika Kedir; Meddah, Karim; Slimane, Saliha Ould			FPGA-based system for artificial neural network arrhythmia classification	NEURAL COMPUTING & APPLICATIONS																	Meddah, Karim/D-3844-2017	Meddah, Karim/0000-0001-5839-7803													0941-0643	1433-3058				APR	2020	32	8					4105	4120		10.1007/s00521-019-04081-4	http://dx.doi.org/10.1007/s00521-019-04081-4													WOS:000524416400070
J	Na, J; Lv, YF; Zhang, KQ; Zhao, J				Na, Jing; Lv, Yongfeng; Zhang, Kaiqiang; Zhao, Jun			Adaptive Identifier-Critic-Based Optimal Tracking Control for Nonlinear Systems With Experimental Validation	IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS																	Lv, Yongfeng/AAG-9358-2019	Lv, Yongfeng/0000-0002-9139-7220; Na, Jing/0000-0002-3067-1580; Zhao, Jun/0000-0003-2908-2583; Zhang, Kaiqiang/0000-0002-2990-2943													2168-2216	2168-2232				JAN	2022	52	1					459	472		10.1109/TSMC.2020.3003224	http://dx.doi.org/10.1109/TSMC.2020.3003224													WOS:000731147700048
J	Fleischmann, R; Traenkner, S; Kraft, A; Schmidt, S; Schreiber, SJ; Brandt, SA				Fleischmann, Robert; Traenkner, Steffi; Kraft, Antje; Schmidt, Sein; Schreiber, Stephan J.; Brandt, Stephan A.			Delirium is associated with frequency band specific dysconnectivity in intrinsic connectivity networks: preliminary evidence from a large retrospective pilot case-control study	PILOT AND FEASIBILITY STUDIES																		Fleischmann, Robert/0000-0001-8159-2658														2055-5784				JAN 7	2019	5	1							2	10.1186/s40814-018-0388-z	http://dx.doi.org/10.1186/s40814-018-0388-z								30631448					WOS:001028902400001
J	Tsai, PL; Lei, CL				Tsai, Pan-Lung; Lei, Chin-Laung			Analysis and evaluation of a multiple gateway traffic-distribution scheme for gateway clusters	COMPUTER COMMUNICATIONS																															0140-3664	1873-703X				OCT 12	2006	29	16					3170	3181		10.1016/j.comcom.2006.04.015	http://dx.doi.org/10.1016/j.comcom.2006.04.015													WOS:000241319500015
J	Borodin, EN; Morozova, A; Bratov, V; Belyakov, A; Jivkov, AP				Borodin, E. N.; Morozova, A.; Bratov, V.; Belyakov, A.; Jivkov, A. P.			Experimental and numerical analyses of microstructure evolution of Cu-Cr-Zr alloys during severe plastic deformation	MATERIALS CHARACTERIZATION																	Borodin, Elijah N/M-5061-2016; Belyakov, Andrey N/G-6085-2011; Bodyakova (Morozova), Anna/GPX-6740-2022; Jivkov, Andrey/H-6137-2012; Borodin, Elijah N/ISA-6250-2023; Bratov, Vladimir/B-5425-2011	Borodin, Elijah N/0000-0002-6360-7331; Belyakov, Andrey N/0000-0001-9003-9416; Bodyakova (Morozova), Anna/0000-0002-9378-0338; Jivkov, Andrey/0000-0002-3454-7341; Borodin, Elijah N/0000-0002-6360-7331; Bratov, Vladimir/0000-0003-0564-0800													1044-5803	1873-4189				OCT	2019	156								109849	10.1016/j.matchar.2019.109849	http://dx.doi.org/10.1016/j.matchar.2019.109849													WOS:000487565900028
J	Varando, G; López-Cruz, PL; Nielsen, TD; Larrañaga, P; Bielza, C				Varando, Gherardo; Lopez-Cruz, Pedro L.; Nielsen, Thomas D.; Larranaga, Pedro; Bielza, Concha			Conditional Density Approximations with Mixtures of Polynomials	INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS																	Bielza, Concha/F-9277-2013; Varando, Gherardo/AAJ-9024-2020; Larranaga, Pedro/F-9293-2013	Bielza, Concha/0000-0001-7109-2668; Varando, Gherardo/0000-0002-6708-1103; Larranaga, Pedro/0000-0003-0652-9872; Nielsen, Thomas Dyhre/0000-0002-4823-6341													0884-8173	1098-111X				MAR	2015	30	3			SI		236	264		10.1002/int.21699	http://dx.doi.org/10.1002/int.21699													WOS:000348308600003
C	Dorrer, MG			IOP	Dorrer, M. G.			The digital twin of the business process model	II INTERNATIONAL SCIENTIFIC CONFERENCE ON APPLIED PHYSICS, INFORMATION TECHNOLOGIES AND ENGINEERING 25, PTS 1-5	Journal of Physics Conference Series				2nd International Scientific Conference on Applied Physics, Information Technologies and Engineering (APITECH)	SEP 25-OCT 04, 2020	Krasnoyarsk, RUSSIA										DORRER, MIKHAIL G/B-3553-2018	DORRER, MIKHAIL G/0000-0002-8598-8331													1742-6588	1742-6596					2020	1679								032096	10.1088/1742-6596/1679/3/032096	http://dx.doi.org/10.1088/1742-6596/1679/3/032096													WOS:000773388001069
J	Chen, PW; Nie, YM				Chen, Peng Will; Nie, Yu Marco			Analysis of an idealized system of demand adaptive paired-line hybrid transit	TRANSPORTATION RESEARCH PART B-METHODOLOGICAL																	Nie, Yu/B-7083-2009; Nie, Yu/J-6620-2014	Nie, Yu/0000-0003-2083-470X													0191-2615					AUG	2017	102						38	54		10.1016/j.trb.2017.05.004	http://dx.doi.org/10.1016/j.trb.2017.05.004													WOS:000405538900003
J	Luan, LH; Wen, XN; Qin, ST				Luan, Linhua; Wen, Xingnan; Qin, Sitian			Distributed neurodynamic approaches to nonsmooth optimization problems with inequality and set constraints	COMPLEX & INTELLIGENT SYSTEMS																		Qin, Sitian/0000-0002-4543-4940													2199-4536	2198-6053				DEC	2022	8	6			SI		5511	5530		10.1007/s40747-022-00770-1	http://dx.doi.org/10.1007/s40747-022-00770-1		MAY 2022											WOS:000802875600001
J	Wang, TH; Wu, S; Yi, F; Kuang, LD; Wang, Y; Zhang, J				Wang, Tianhao; Wu, Sheng; Yi, Fen; Kuang, Lidan; Wang, You; Zhang, Jin			Hybrid Prompt Recommendation Explanation Generation combined with Graph Encoder	NEURAL PROCESSING LETTERS																															1370-4621	1573-773X				FEB 14	2024	56	1							32	10.1007/s11063-024-11446-x	http://dx.doi.org/10.1007/s11063-024-11446-x													WOS:001162612800001
C	Zhang, XH; Luo, WR; Shen, YY; Wang, SQ			IEEE Comp Soc	Zhang, Xuhui; Luo, Weiran; Shen, Yanyan; Wang, Shuqiang			Average AoI Minimization in UAV-Assisted IoT Backscatter Communication Systems with Updated Information	2021 IEEE SMARTWORLD, UBIQUITOUS INTELLIGENCE & COMPUTING, ADVANCED & TRUSTED COMPUTING, SCALABLE COMPUTING & COMMUNICATIONS, INTERNET OF PEOPLE, AND SMART CITY INNOVATIONS (SMARTWORLD/SCALCOM/UIC/ATC/IOP/SCI 2021)					IEEE SmartWorld, Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Internet of People, and Smart City Innovations (SmartWorld/ScalCom/UIC/ATC/IoP/SCI)	OCT 18-21, 2021	ELECTR NETWORK	IEEE, IEEE Comp Soc									Wang, Shuqiang/AEB-1476-2022; Wang, Shuqiang/ADI-9291-2022	Zhang, Xuhui/0000-0002-2778-5755; Wang, Shuqiang/0000-0003-1119-320X															978-1-6654-1236-0				2021							123	130		10.1109/SWC50871.2021.00026	http://dx.doi.org/10.1109/SWC50871.2021.00026													WOS:000937542900016
C	Langerak, R; van de Pol, J; Post, JN; Schivo, S		Aceto, L; Bacci, G; Bacci, G; Ingolfsdottir, A; Legay, A; Mardare, R		Langerak, Rom; van de Pol, Jaco; Post, Janine N.; Schivo, Stefano			Improving the Timed Automata Approach to Biological Pathway Dynamics	MODELS, ALGORITHMS, LOGICS AND TOOLS: ESSAYS DEDICATED TO KIM GULDSTRAND LARSEN ON THE OCCASION OF HIS 60TH BIRTHDAY	Lecture Notes in Computer Science				Conference on Models, Algorithms, Logics and Tools in Honour of Kim G. Larsen on the Occasion of his 60th Birthday	AUG 19-20, 2017	Aalborg Univ, Aalborg, DENMARK		Aalborg Univ								Post, Janine N/E-9983-2011	Post, Janine N/0000-0002-6645-6583; Schivo, Stefano/0000-0002-4945-1473; Langerak, Rom/0000-0002-1955-5183													0302-9743	1611-3349	978-3-319-63121-9; 978-3-319-63120-2				2017	10460						96	111		10.1007/978-3-319-63121-9_5	http://dx.doi.org/10.1007/978-3-319-63121-9_5													WOS:000441452500005
J	Coelho, LD; Bernert, DLD				Coelho, Leandro dos Santos; de Andrade Bernert, Diego Luis			A modified ant colony optimization algorithm based on differential evolution for chaotic synchronization	EXPERT SYSTEMS WITH APPLICATIONS																	Coelho, Leandro dos Santos/G-8213-2014	Coelho, Leandro dos Santos/0000-0001-5728-943X													0957-4174	1873-6793				JUN	2010	37	6					4198	4203		10.1016/j.eswa.2009.11.002	http://dx.doi.org/10.1016/j.eswa.2009.11.002													WOS:000276532600019
J	Botmart, T; Prasertsang, P				Botmart, Thongchai; Prasertsang, Patarawadee			The state intermittent feedback control of exponential stability for linear system with mixed time-varying delays	RESEARCH IN MATHEMATICS																																2768-4830				DEC 31	2022	9	1								10.1080/27658449.2021.2013589	http://dx.doi.org/10.1080/27658449.2021.2013589													WOS:000813389500001
